seg_id,time_to_failure
seg_51f0a2,4.005872855291929
seg_de98fa,2.9489090709405232
seg_ad82ca,6.5641568076664445
seg_e3ca24,6.550343203791201
seg_64f8dc,5.098178744251036
seg_e6c973,6.648560093656406
seg_88b289,9.657579241674899
seg_8c1e7d,2.077380377331157
seg_b7a8a1,4.881182448527028
seg_18096a,6.5734581805156616
seg_7f5b6f,8.49053975912548
seg_d753f8,2.5567348062685085
seg_55239a,3.592387326120672
seg_7a9f2b,1.6700764121306135
seg_2d402d,2.185203114545465
seg_ce5520,2.153797505721485
seg_7540f3,5.680625967727315
seg_d1cb37,8.780628438805541
seg_2ea616,3.730274967144875
seg_4a91a9,3.6389652986849867
seg_80211c,8.487265333678128
seg_5d45db,6.396407803429106
seg_a63573,5.811271784957149
seg_09ed4e,8.827357773014345
seg_04a696,7.659064644020341
seg_9aa6e2,2.4924010207296297
seg_dbc615,2.40652025264092
seg_ba2c48,4.799299764119159
seg_1e0b82,8.297014414436655
seg_a9b957,3.8658616365055214
seg_87e4e8,2.743702119363948
seg_d14524,4.378686078189181
seg_ea096b,8.899878584553798
seg_4f76a2,4.427777533981686
seg_2cdbe3,3.180534282650637
seg_696621,4.982683772042426
seg_e6e1df,4.716375443452301
seg_0339ca,3.0036756686103425
seg_f229bf,5.840340483379295
seg_355d19,8.395395037425306
seg_766e42,3.7476868776811907
seg_5b7325,5.015651490641482
seg_24157a,6.375863542289562
seg_326eb7,3.8508832647217526
seg_b402ac,6.488446694029891
seg_e0c329,3.9819193046260493
seg_996c37,8.641103841193893
seg_9757ac,8.783608753045106
seg_54b0ee,6.7863185032646856
seg_2f86cd,1.8002781084400867
seg_30661b,4.373076392643619
seg_fbff25,3.0030499248840625
seg_1bf7b3,3.2689854388712396
seg_07f8df,4.8009740858104655
seg_e1f081,8.581831151590286
seg_529c99,4.39513770731304
seg_b00f05,7.88223669982987
seg_6e98aa,5.091083701901711
seg_b51380,8.96792133622432
seg_d62e9c,2.7609889325081394
seg_b35174,1.7953270349747767
seg_98c544,4.923314582772843
seg_60b696,5.605936507931223
seg_f342a3,2.9348384540683528
seg_f88d4a,3.5540251880173406
seg_9dea8d,8.184972050431023
seg_9940e8,8.841040134165361
seg_95b321,2.9205084049956995
seg_d2ad9a,2.147536653112494
seg_36147d,2.828093622167385
seg_2db7dc,3.9347829278705686
seg_d56d32,7.694170202283189
seg_2dcd84,7.99848995351709
seg_0042cc,5.985724518476864
seg_967ae4,7.906320207622277
seg_876904,5.655910853719203
seg_b8fd73,8.759277933843178
seg_d36342,7.977536553051193
seg_e3d751,1.051606616108494
seg_b687fc,4.338143496652667
seg_dab0f9,4.639403664031755
seg_3761d0,2.984121346851083
seg_d40bb2,8.537425438461902
seg_81c432,4.569748435332675
seg_750c93,2.739735711826989
seg_b57e76,6.43873248191457
seg_e0cfd4,6.118470631683997
seg_902074,6.803854005058242
seg_70e891,4.531250721550815
seg_48feba,3.8978940422884962
seg_74b264,3.5115374759248255
seg_2099f4,4.962861856878797
seg_84fc12,8.389202891091374
seg_ab2a78,3.6405997531571184
seg_76f3f2,7.808335419458005
seg_d6dad6,6.477126131945568
seg_eacccf,4.469547971498264
seg_24e071,4.023156307851691
seg_899bf0,3.120185502415752
seg_75dc3e,4.67800230412494
seg_7ce9cb,4.195477746694277
seg_da7c3b,7.66439584054948
seg_00648a,2.3929346313199336
seg_0c9aa8,8.143471415857617
seg_7d2e57,6.498009761262159
seg_65f01e,8.458237878224889
seg_bf1294,2.6317950095683322
seg_b91ae2,4.450994813325998
seg_2bf9dd,8.005663178255677
seg_83ef67,8.823874865883285
seg_2c69e4,7.947778645552449
seg_259dd3,8.625716623916048
seg_77ea14,4.460650805411572
seg_7862ed,3.751599397868728
seg_e1a9e0,9.752402961158863
seg_fa0ac7,6.304600072030798
seg_d16534,7.507596543134025
seg_2f1664,7.21937654015543
seg_6a05e7,3.986939143808841
seg_cea185,5.415297102745653
seg_bd6f5f,8.735016283038572
seg_53caf1,6.746033004388032
seg_3b2013,1.8679687054332135
seg_aae025,8.199068929855134
seg_7d88e3,8.702550983429044
seg_00cc91,3.7236428188509896
seg_efbf3e,4.271214567309906
seg_8be2da,6.965422902355013
seg_f618a8,8.212493940963578
seg_cd699e,3.054439590433902
seg_b78883,8.796718049614475
seg_f639ec,5.393808852657881
seg_1010ad,6.32506200509171
seg_a93a88,7.8271471605576854
seg_a0646a,3.127340034671797
seg_69dbad,6.146908988626508
seg_f0181d,4.1575383566132675
seg_004f1f,4.663073684804568
seg_c186dc,4.450025105345695
seg_e197b8,5.165386142773048
seg_edda79,6.371588074699683
seg_c5c6ea,5.278540116842762
seg_f0db55,2.774675348637703
seg_703cea,6.885281774144419
seg_086a61,7.855967528796529
seg_17067e,4.386531826522005
seg_447b8b,8.576714018999322
seg_c35940,2.5686193318638835
seg_517345,5.240009698736885
seg_566efe,8.565882685606738
seg_5cfdc4,5.0506355314230955
seg_9b0439,5.999479413359377
seg_735cdd,4.49953461461871
seg_52636c,4.182903588177389
seg_bf1a72,4.958676350860017
seg_37608b,4.156600199327693
seg_4eeaef,2.472991915258717
seg_84b9d9,5.224912277407656
seg_e6bd3f,4.54741321012181
seg_d3f967,4.631387016886351
seg_652cc2,3.7730388196445066
seg_f11f77,5.020958624588898
seg_d3d8fc,3.7510288878118057
seg_655cae,2.1627343088975435
seg_8baeab,3.181533111225635
seg_5ad847,3.052244969825445
seg_e40348,5.076901506995504
seg_263deb,3.264490708793634
seg_5407b0,3.6338448227390607
seg_eebbc2,4.667901621894637
seg_140bc5,2.731817040935485
seg_48a4b3,6.235106236879692
seg_ba1d68,2.679872782842482
seg_f6f683,5.859334280280809
seg_4d0008,4.79381113104546
seg_ea05c1,6.815132330266197
seg_a82229,6.680226863867519
seg_2313d1,5.074534402277161
seg_4ea3fa,5.370077657588312
seg_27f532,8.180152015426858
seg_7b5f90,5.908721105567007
seg_4ad674,4.464336000303245
seg_a2986f,7.7684565006332305
seg_6f17de,2.654036436904092
seg_53498a,2.705727765663455
seg_bdae02,8.29134106013992
seg_c550b1,8.222472658957205
seg_8fb828,8.516620740131668
seg_c571ef,6.792169684762127
seg_c5f986,4.187623431683752
seg_343571,6.692114775472429
seg_d29a4b,4.873090564300053
seg_d85e2e,5.053353069641559
seg_9c6715,3.0286567459979894
seg_94d150,3.870790198717193
seg_091c9d,8.133367973932218
seg_287e60,3.14759806945999
seg_0b32f7,3.027867668406256
seg_fbd66b,4.213510293211272
seg_45a8a9,2.809456274668294
seg_4fd191,3.9590177759561325
seg_957ece,3.3493728096605078
seg_804fb5,6.081879803509783
seg_692e7a,8.310179831667014
seg_3ce740,8.080474909811164
seg_946d71,8.634197827527709
seg_27ff17,4.883240850354667
seg_e25aca,4.603966778444822
seg_d60d18,5.091566626936517
seg_fc8fd6,2.173348626711272
seg_6e12ee,2.6164566998580336
seg_635770,6.985825880181503
seg_2367fb,7.347382008952451
seg_a31d6e,6.702806933041838
seg_92af10,7.821344844811406
seg_77bf79,3.3855829213080977
seg_ec0e7b,6.78273276135605
seg_232559,7.870171006938456
seg_e1daa0,6.3242600708710395
seg_947700,4.912727738230416
seg_b691c5,2.3307719286080726
seg_7630c5,8.62645878715684
seg_c106ca,4.238324150883093
seg_45e7ad,2.186069634963193
seg_a5dea6,8.592227609953767
seg_750d20,6.291434202829587
seg_355717,3.0516847106499907
seg_f383fb,5.337222885018998
seg_c73df6,3.4700549999067163
seg_5965d8,3.043439285228315
seg_05f9d6,6.959487039699284
seg_25c8dc,5.77421008865036
seg_ab70bd,5.949864952971338
seg_1a8f0d,3.588025904882411
seg_8dfd7a,1.6354888882740406
seg_1827c5,8.558289519783022
seg_d098df,7.06695591698454
seg_f6cfd4,7.599940702000939
seg_e85f55,2.553567480963056
seg_53103b,2.8466610578874634
seg_64be91,8.533965618631546
seg_b89e47,3.232778766363615
seg_b108c9,4.144131302335651
seg_5cfba9,7.898011236849666
seg_9122aa,3.1079726584133143
seg_c10a58,6.970684241866904
seg_53a557,4.478588769717622
seg_18d1d0,3.050747294604065
seg_c5fc3b,7.945900117134378
seg_0dfe8c,3.5056937356017333
seg_88a81d,4.052251430503371
seg_8599ec,3.1442132269653396
seg_a8685e,6.462205025418251
seg_37669c,4.915548510950109
