seg_id,time_to_failure
seg_51f0a2,4.558877913933508
seg_de98fa,2.6169491331236827
seg_ad82ca,6.925337284138532
seg_e3ca24,7.270575440596869
seg_64f8dc,5.240864839543133
seg_e6c973,7.540412910592691
seg_88b289,9.350052721077677
seg_8c1e7d,2.549564673279983
seg_b7a8a1,5.043019213066838
seg_18096a,7.4323780203345535
seg_7f5b6f,9.535745164798481
seg_d753f8,2.9524159930699967
seg_55239a,3.8789847423153723
seg_7a9f2b,1.9446568970924296
seg_2d402d,2.8576342510817274
seg_ce5520,2.631542656860499
seg_7540f3,5.990536020794487
seg_d1cb37,9.18112952193814
seg_2ea616,4.7123916605180485
seg_4a91a9,3.6687962282899087
seg_80211c,8.785590442080423
seg_5d45db,7.417776126801788
seg_a63573,5.926286083311181
seg_09ed4e,9.233698704927377
seg_04a696,8.541562850072383
seg_9aa6e2,3.0873400359487957
seg_dbc615,2.7711084169156392
seg_ba2c48,5.573324241622717
seg_1e0b82,9.265076127353579
seg_a9b957,4.194373552929642
seg_87e4e8,2.5844349595558063
seg_d14524,4.906141713012602
seg_ea096b,8.38407465503625
seg_4f76a2,4.800941625724001
seg_2cdbe3,3.385314147723785
seg_696621,5.287619873432202
seg_e6e1df,5.4541675035739585
seg_0339ca,3.864504239856993
seg_f229bf,7.202105065589454
seg_355d19,9.107980963858711
seg_766e42,3.9191756963540847
seg_5b7325,5.198429851119385
seg_24157a,7.060297798219262
seg_326eb7,4.740272051753985
seg_b402ac,7.000047122291736
seg_e0c329,4.138226918411109
seg_996c37,9.267048352239387
seg_9757ac,9.742228989090211
seg_54b0ee,7.691849758875777
seg_2f86cd,2.234026016448386
seg_30661b,4.960963647886999
seg_fbff25,3.5314864325974917
seg_1bf7b3,3.482141156099013
seg_07f8df,4.637352767577559
seg_e1f081,9.109661535532304
seg_529c99,5.110147066232791
seg_b00f05,8.31953594524883
seg_6e98aa,5.112073743239576
seg_b51380,9.448112704917634
seg_d62e9c,3.043514238529692
seg_b35174,1.7680170025323547
seg_98c544,5.2966266462517995
seg_60b696,6.8559927924419375
